run_accession	experiment_title	sample_accession	project_name	submission_accession	library_min_fragment_size	bam_md5	assembly_software	library_prep_longitude	library_selection	pcr_isolation_protocol	chip_protocol	sequencing_primer_provider	serotype	environment_feature	last_updated	submitted_galaxy	extraction_protocol	germline	secondary_project	culture_collection	submission_tool	sra_bytes	read_strand	rna_purity_280_ratio	hi_c_protocol	collected_by	submitted_ftp	restriction_enzyme_target_sequence	isolate	fastq_bytes	instrument_platform	variety	sequencing_date_format	temperature	sra_aspera	ecotype	submitted_aspera	sampling_campaign	bam_ftp	tissue_lib	environmental_sample	control_experiment	sex	submitted_md5	checklist	fastq_galaxy	library_gen_protocol	specimen_voucher	library_prep_latitude	submitted_bytes	taxonomic_identity_marker	run_date	country	ncbi_reporting_standard	sample_description	sra_galaxy	sample_prep_interval	fastq_md5	secondary_study_accession	experimental_protocol	read_count	study_title	bio_material	rna_prep_5_protocol	host_body_site	local_environmental_context	assembly_quality	collection_date_end	sample_capture_status	sample_title	host_genotype	host_phenotype	environmental_medium	cultivar	instrument_model	faang_library_selection	target_gene	bam_bytes	library_max_fragment_size	experiment_target	sequencing_date	description	nominal_sdev	chip_ab_provider	environment_material	host_tax_id	sample_material	sample_storage_processing	sra_md5	cell_type	fastq_ftp	disease	sample_prep_interval_units	broker_name	sub_strain	base_count	library_strategy	restriction_site	serovar	investigation_type	location	library_source	sra_ftp	age	library_layout	experimental_factor	sequencing_primer_catalog	environment_biome	rna_purity_230_ratio	dnase_protocol	dev_stage	library_prep_date_format	bam_aspera	binning_software	datahub	rna_integrity_num	library_prep_date	location_start	marine_region	aligned	file_location	sample_collection	chip_target	nominal_length	broad_scale_environmental_context	sequencing_location	status	completeness_score	lon	fastq_aspera	tax_lineage	host_sex	library_pcr_isolation_protocol	sample_alias	mating_type	collection_date_start	sub_species	contamination_score	run_alias	restriction_enzyme	depth	submitted_read_type	library_construction_protocol	host_growth_conditions	collection_date	experiment_alias	host_gravidity	center_name	identified_by	cell_line	sampling_site	host	library_name	tag	first_created	lat	strain	experiment_accession	scientific_name	host_status	tax_id	study_accession	submitted_format	submitted_host_sex	bisulfite_protocol	altitude	rt_prep_protocol	host_scientific_name	bam_galaxy	accession	secondary_sample_accession	sample_storage	cage_protocol	sampling_platform	taxonomic_classification	location_end	protocol_label	elevation	salinity	sequencing_method	sequencing_primer_lot	first_public	transposase_protocol	study_alias	library_prep_location	rna_prep_3_protocol	ph	sequencing_longitude	tissue_type	isolation_source
SRR31271556	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum - dried blood spot	SAMN19926491	Plasmodium	SRA2010156					PCR						2024-11-09							9144744							EPHI_10311	3333814;3278053	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/056/SRR31271556/SRR31271556											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/056/SRR31271556/SRR31271556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/056/SRR31271556/SRR31271556_2.fastq.gz							Ethiopia: Amhara	Microbe, viral or environmental	Microbe sample from Plasmodium falciparum	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/056/SRR31271556/SRR31271556		2f2c8f36386baebb2deec0b384df68a4;c9b5d2f71b2a548501592afccad72653	SRP543826		106011	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods						2018-12-31		Microbe sample from Plasmodium falciparum					Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum - dried blood spot				9606			7626712baf1d6041c274dba24b0c7099		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/056/SRR31271556/SRR31271556_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/056/SRR31271556/SRR31271556_2.fastq.gz					30955212	AMPLICON					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/056/SRR31271556/SRR31271556		PAIRED																						public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/056/SRR31271556/SRR31271556_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/056/SRR31271556/SRR31271556_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			EPHI_10311		2017-01-01			PARAV3_ENV_041822_10311_PV4C1_HRP_L001_pairs_R1.fastq.gz						2017/2018	CNV_samples6		SUB14852943				Homo sapiens	CNV_samples6	pathogen;pathogen:protozoan	2024-11-09			SRX26650531	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271556	SRS9339064											2024-11-09		PRJNA1180199						Dried Blood Spot
SRR31271557	NextSeq 500 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521203	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							51719682							4051125528	19846351;22188278	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/057/SRR31271557/SRR31271557											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/057/SRR31271557/SRR31271557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/057/SRR31271557/SRR31271557_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/057/SRR31271557/SRR31271557		9e32f20a859b34548e4518c51ff5c52c;51aba26a1525b918ce05965015b31a87	SRP543826		577912	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		2 strain mixture control of HB3 D6 : 5 95%			Dried blood on filter paper		NextSeq 500							NextSeq 500 sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			c208003e930f677bbbbd3ebe6f25ea4d		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/057/SRR31271557/SRR31271557_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/057/SRR31271557/SRR31271557_2.fastq.gz					168750304	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/057/SRR31271557/SRR31271557		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/057/SRR31271557/SRR31271557_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/057/SRR31271557/SRR31271557_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			PARAV3_ENV_61722_sampledb_4051125528_DS6-DC3_1K_PV4C1_A52_S586		2017-01-01			PARAV3_ENV_61722_sampledb_4051125528_DS6-DC3_1K_PV4C1_A52_S586_pairs_R1.fastq.gz						2017	AAD1017ZANZ26		SUB14852943				Homo sapiens	AAD1017ZANZ26	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8	HB3 D6 : 5 95%	SRX26650530	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271557	SRS23144404					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271558	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum - dried blood spot	SAMN19926329	Plasmodium	SRA2010156					PCR						2024-11-09							6687951							EPHI_10304	2508473;2519019	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/058/SRR31271558/SRR31271558											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/058/SRR31271558/SRR31271558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/058/SRR31271558/SRR31271558_2.fastq.gz							Ethiopia: Amhara	Microbe, viral or environmental	Microbe sample from Plasmodium falciparum	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/058/SRR31271558/SRR31271558		59876c873b3b6cea5c659a3fed8395ce;f851cdba41cea359007319cc11ad9eea	SRP543826		81149	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods						2018-12-31		Microbe sample from Plasmodium falciparum					Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum - dried blood spot				9606			0899ea94e887ba32ab90ddbafaf0bba3		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/058/SRR31271558/SRR31271558_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/058/SRR31271558/SRR31271558_2.fastq.gz					23695508	AMPLICON					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/058/SRR31271558/SRR31271558		PAIRED																						public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/058/SRR31271558/SRR31271558_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/058/SRR31271558/SRR31271558_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			EPHI_10304		2017-01-01			PARAV3_ENV_041822_10304_PV4C1_HRP_L001_pairs_R1.fastq.gz						2017/2018	CNV_samples5		SUB14852943				Homo sapiens	CNV_samples5	pathogen;pathogen:protozoan	2024-11-09			SRX26650529	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271558	SRS9339053											2024-11-09		PRJNA1180199						Dried Blood Spot
SRR31271559	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum - dried blood spot	SAMN19926479	Plasmodium	SRA2010156					PCR						2024-11-09							24288723							EPHI_10244	9355998;10054425	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/059/SRR31271559/SRR31271559											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/059/SRR31271559/SRR31271559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/059/SRR31271559/SRR31271559_2.fastq.gz							Ethiopia: Amhara	Microbe, viral or environmental	Microbe sample from Plasmodium falciparum	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/059/SRR31271559/SRR31271559		b76dff0239ed2dfc266803610e611590;3113415a78221505278a7309057e33c1	SRP543826		358133	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods						2018-12-31		Microbe sample from Plasmodium falciparum					Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum - dried blood spot				9606			7baab5c19c1427316de9a6496967a4ed		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/059/SRR31271559/SRR31271559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/059/SRR31271559/SRR31271559_2.fastq.gz					104574836	AMPLICON					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/059/SRR31271559/SRR31271559		PAIRED																						public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/059/SRR31271559/SRR31271559_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/059/SRR31271559/SRR31271559_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			EPHI_10244		2017-01-01			PARAV3_ENV_041822_10244_PV4C1_HRP_L001_pairs_R1.fastq.gz						2017/2018	CNV_samples4		SUB14852943				Homo sapiens	CNV_samples4	pathogen;pathogen:protozoan	2024-11-09			SRX26650528	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271559	SRS9338894											2024-11-09		PRJNA1180199						Dried Blood Spot
SRR31271560	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum - dried blood spot	SAMN19926376	Plasmodium	SRA2010156					PCR						2024-11-09							38638870							EPHI_10226	15260807;16618156	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/060/SRR31271560/SRR31271560											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/060/SRR31271560/SRR31271560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/060/SRR31271560/SRR31271560_2.fastq.gz							Ethiopia: Amhara	Microbe, viral or environmental	Microbe sample from Plasmodium falciparum	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/060/SRR31271560/SRR31271560		ce2681bf597a7ec669123a2af09af4da;6338ddc7c04eabc02776685a4cc924f3	SRP543826		591384	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods						2018-12-31		Microbe sample from Plasmodium falciparum					Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum - dried blood spot				9606			9e4dc26c5efacb441a1f4cb579d0a4e7		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/060/SRR31271560/SRR31271560_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/060/SRR31271560/SRR31271560_2.fastq.gz					172684128	AMPLICON					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/060/SRR31271560/SRR31271560		PAIRED																						public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/060/SRR31271560/SRR31271560_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/060/SRR31271560/SRR31271560_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			EPHI_10226		2017-01-01			PARAV3_ENV_041822_10226_PV4C1_HRP_L001_pairs_R1.fastq.gz						2017/2018	CNV_samples3		SUB14852943				Homo sapiens	CNV_samples3	pathogen;pathogen:protozoan	2024-11-09			SRX26650527	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271560	SRS9338849											2024-11-09		PRJNA1180199						Dried Blood Spot
SRR31271561	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum - dried blood spot	SAMN19926465	Plasmodium	SRA2010156					PCR						2024-11-09							16287066							EPHI_10225	6909265;6430506	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/061/SRR31271561/SRR31271561											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/061/SRR31271561/SRR31271561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/061/SRR31271561/SRR31271561_2.fastq.gz							Ethiopia: Amhara	Microbe, viral or environmental	Microbe sample from Plasmodium falciparum	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/061/SRR31271561/SRR31271561		f987eda707be7dd2b9bc900c790fa3d1;588a2855e2f5a2ba6ea42d15bf12bd1c	SRP543826		241231	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods						2018-12-31		Microbe sample from Plasmodium falciparum					Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum - dried blood spot				9606			c33e075b0ff8ed80851a834af3a5b875		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/061/SRR31271561/SRR31271561_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/061/SRR31271561/SRR31271561_2.fastq.gz					70439452	AMPLICON					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/061/SRR31271561/SRR31271561		PAIRED																						public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/061/SRR31271561/SRR31271561_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/061/SRR31271561/SRR31271561_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			EPHI_10225		2017-01-01			PARAV3_ENV_041822_10225_PV4C1_HRP_L001_pairs_R1.fastq.gz						2017/2018	CNV_samples2		SUB14852943				Homo sapiens	CNV_samples2	pathogen;pathogen:protozoan	2024-11-09			SRX26650526	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271561	SRS9338838											2024-11-09		PRJNA1180199						Dried Blood Spot
SRR31271562	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum - dried blood spot	SAMN19926313	Plasmodium	SRA2010156					PCR						2024-11-09							11155288							EPHI_10048	4730259;4081990	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/062/SRR31271562/SRR31271562											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/062/SRR31271562/SRR31271562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/062/SRR31271562/SRR31271562_2.fastq.gz							Ethiopia: Amhara	Microbe, viral or environmental	Microbe sample from Plasmodium falciparum	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/062/SRR31271562/SRR31271562		3687a14f0a5a7e1b813af191c96d99ff;4426fae1071df4508e0e619d35b3023e	SRP543826		136807	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods						2018-12-31		Microbe sample from Plasmodium falciparum					Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum - dried blood spot				9606			c42a99ca2699fbb3a6c82843dfee64c5		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/062/SRR31271562/SRR31271562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/062/SRR31271562/SRR31271562_2.fastq.gz					39947644	AMPLICON					GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/062/SRR31271562/SRR31271562		PAIRED																						public			fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/062/SRR31271562/SRR31271562_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/062/SRR31271562/SRR31271562_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833			EPHI_10048		2017-01-01			PARAV3_ENV_041822_10048_PV4C1_HRP_L001_pairs_R1.fastq.gz						2017/2018	CNV_samples1		SUB14852943				Homo sapiens	CNV_samples1	pathogen;pathogen:protozoan	2024-11-09			SRX26650525	Plasmodium falciparum		5833	PRJNA1180199						Homo sapiens		SRR31271562	SRS9338806											2024-11-09		PRJNA1180199						Dried Blood Spot
SRR31271563	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521423	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							10978475							10pul-rep3;3D7	4393834;4702293	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/063/SRR31271563/SRR31271563											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/063/SRR31271563/SRR31271563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/063/SRR31271563/SRR31271563_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/063/SRR31271563/SRR31271563		98268bd6657a92b0a6ef26de229ce5d8;ecb624da287233c21198646a9efb6742	SRP543826		132573	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		monoclonal 3D7 control			Dried blood on filter paper		Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			b17771273d41c6a3aa20f98bf6fb43c3		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/063/SRR31271563/SRR31271563_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/063/SRR31271563/SRR31271563_2.fastq.gz					38976462	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/063/SRR31271563/SRR31271563		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/063/SRR31271563/SRR31271563_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/063/SRR31271563/SRR31271563_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833;36329			PARAV3-MH09-20230501-10pul-15cycles-rep3_S94_L001		2017-01-01			PARAV3-MH09-20230501-10pul-15cycles-rep3_S94_L001_pairs_R1.fastq.gz						2017	midguts15		SUB14852943				Homo sapiens	midguts15	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8		SRX26650524	Plasmodium falciparum 3D7		36329	PRJNA1180199						Homo sapiens		SRR31271563	SRS23144403					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271564	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521422	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							13481825							10pul-rep1;3D7	5444090;5774884	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/064/SRR31271564/SRR31271564											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/064/SRR31271564/SRR31271564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/064/SRR31271564/SRR31271564_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/064/SRR31271564/SRR31271564		90451d43ae05dce8d71c619e7bf973a2;cbb2f7a9636ad600e4e54cd54b0a7ea9	SRP543826		165362	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		monoclonal 3D7 control			Dried blood on filter paper		Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			ade0f4c24f2afc885a0be8be5e223758		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/064/SRR31271564/SRR31271564_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/064/SRR31271564/SRR31271564_2.fastq.gz					48616428	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/064/SRR31271564/SRR31271564		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/064/SRR31271564/SRR31271564_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/064/SRR31271564/SRR31271564_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833;36329			PARAV3-MH09-20230501-10pul-15cycles-rep1_S92_L001		2017-01-01			PARAV3-MH09-20230501-10pul-15cycles-rep1_S92_L001_pairs_R1.fastq.gz						2017	midguts14		SUB14852943				Homo sapiens	midguts14	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8		SRX26650523	Plasmodium falciparum 3D7		36329	PRJNA1180199						Homo sapiens		SRR31271564	SRS23144402					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271565	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521421	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							6752706							10pul-rep2;3D7	2763186;2923530	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/065/SRR31271565/SRR31271565											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/065/SRR31271565/SRR31271565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/065/SRR31271565/SRR31271565_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/065/SRR31271565/SRR31271565		df70560956b108a735ecbf4bb3913cfe;9cf28c9f6343d827535fe01df0e877e4	SRP543826		81223	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		monoclonal 3D7 control			Dried blood on filter paper		Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			2d3ea6be141ba39fae68b8878ae28faa		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/065/SRR31271565/SRR31271565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/065/SRR31271565/SRR31271565_2.fastq.gz					23879562	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/065/SRR31271565/SRR31271565		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/065/SRR31271565/SRR31271565_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/065/SRR31271565/SRR31271565_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833;36329			PARAV3-MH09-20230501-10pul-15cycles-rep2_S93_L001		2017-01-01			PARAV3-MH09-20230501-10pul-15cycles-rep2_S93_L001_pairs_R1.fastq.gz						2017	midguts13		SUB14852943				Homo sapiens	midguts13	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8		SRX26650522	Plasmodium falciparum 3D7		36329	PRJNA1180199						Homo sapiens		SRR31271565	SRS23144401					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
SRR31271566	Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot	SAMN44521420	Plasmodium	SRA2010156					PCR					Human blood	2024-11-09							9315164							3D7;1pul-rep3	3726232;4018401	ILLUMINA				fasp.sra.ebi.ac.uk:/vol1/srr/SRR312/066/SRR31271566/SRR31271566											ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/066/SRR31271566/SRR31271566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/066/SRR31271566/SRR31271566_2.fastq.gz							USA	MIGS/MIMS/MIMARKS.human-associated;MIGS.eu	Keywords: GSC:MIxS MIGS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/066/SRR31271566/SRR31271566		377b02d293f71a1444721e7836afe1d1;9e3b945a546747d60e5a03d6ce36fb02	SRP543826		110231	Plasmodium falciparum Raw sequence reads for controls and samples used to benchmark wetlab and bioinformatics methods				Human blood		2017-12-31		monoclonal 3D7 control			Dried blood on filter paper		Illumina MiSeq							Illumina MiSeq sequencing: Multiplexed amplicon sequencing of p falciparum control - dried blood spot			Dried blood on filter paper	9606			68061c7146a50096fd628c1019f878c6		ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/066/SRR31271566/SRR31271566_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/066/SRR31271566/SRR31271566_2.fastq.gz					32407914	AMPLICON				37.8 N 122.4 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR312/066/SRR31271566/SRR31271566		PAIRED			cultured habitat										37.8 N 122.4 W							cultured habitat		public		-122.4	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/066/SRR31271566/SRR31271566_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR312/066/SRR31271566/SRR31271566_2.fastq.gz	1;131567;2759;2698737;33630;5794;422676;5819;1639119;5820;418107;5833;36329			PARAV3-MH09-20230501-1pul-15cycles-rep3_S97_L001		2017-01-01			PARAV3-MH09-20230501-1pul-15cycles-rep3_S97_L001_pairs_R1.fastq.gz						2017	midguts12		SUB14852943				Homo sapiens	midguts12	env_geo;env_geo:terrestrial;pathogen;pathogen:protozoan	2024-11-09	37.8		SRX26650521	Plasmodium falciparum 3D7		36329	PRJNA1180199						Homo sapiens		SRR31271566	SRS23144400					37.8 N 122.4 W						2024-11-09		PRJNA1180199	NA	NA	NA	NA	NA	NA
